Log file open, 04/08/15 00:11:28
LogInit:Display: Running engine for game: Mayhem3d
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
UE4Editor-Kismet.dll!TBaseSPMethodDelegateInstance<0,FBlueprintEditor,0,void __cdecl(void)>::ExecuteIfSafe() (0x00007fff292540d6) + 8 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\public\delegates\delegateinstancesimpl_variadics.inl:388]
UE4Editor-Slate.dll!FUICommandList::ConditionalProcessCommandBindings() (0x00007fff2ac166d6) + 8 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\commands\uicommandlist.cpp:192]
UE4Editor-Slate.dll!FUICommandList::ProcessCommandBindings() (0x00007fff2ac6317c) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\commands\uicommandlist.cpp:136]
UE4Editor-UnrealEd.dll!FBaseToolkit::ProcessCommandBindings() (0x00007fff23b3351e) + 10 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\editor\unrealed\private\toolkits\basetoolkit.cpp:77]
UE4Editor-UnrealEd.dll!SStandaloneAssetEditorToolkitHost::OnKeyDown() (0x00007fff23b3005b) + 83 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\editor\unrealed\private\toolkits\sstandaloneasseteditortoolkithost.cpp:336]
UE4Editor-Slate.dll!<lambda_01b95f45d99b75c93c453dee9d82570e>::operator()() (0x00007fff2abfc872) + 38 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\application\slateapplication.cpp:3581]
UE4Editor-Slate.dll!FEventRouter::Route<FReply,FEventRouter::FBubblePolicy,FKeyEvent,<lambda_01b95f45d99b75c93c453dee9d82570e> >() (0x00007fff2abb6e4d) + 21 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\application\slateapplication.cpp:202]
UE4Editor-Slate.dll!FEventRouter::RouteAlongFocusPath<FEventRouter::FBubblePolicy,<lambda_01b95f45d99b75c93c453dee9d82570e>,FKeyEvent>() (0x00007fff2abb894a) + 52 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\application\slateapplication.cpp:184]
UE4Editor-Slate.dll!FSlateApplication::ProcessKeyDownEvent() (0x00007fff2ac63e6d) + 93 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\application\slateapplication.cpp:3582]
UE4Editor-Slate.dll!FSlateApplication::OnKeyDown() (0x00007fff2ac53798) + 14 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\slate\private\framework\application\slateapplication.cpp:3517]
UE4Editor-Core.dll!FWindowsApplication::ProcessDeferredMessage() (0x00007fff2b2b35f0) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\windows\windowsapplication.cpp:1229]
UE4Editor-Core.dll!FWindowsApplication::DeferMessage() (0x00007fff2b2a5cce) + 74 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\windows\windowsapplication.cpp:1669]
UE4Editor-Core.dll!FWindowsApplication::ProcessMessage() (0x00007fff2b2b4cf0) + 41 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\windows\windowsapplication.cpp:742]
UE4Editor-Core.dll!FWindowsApplication::AppWndProc() (0x00007fff2b2a3132) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\windows\windowsapplication.cpp:604]
USER32.dll!UnknownFunction (0x00007fff5ac22434) + 0 bytes [UnknownFile:0]
USER32.dll!UnknownFunction (0x00007fff5ac22297) + 0 bytes [UnknownFile:0]
UE4Editor-Core.dll!FWindowsPlatformMisc::PumpMessages() (0x00007fff2b353e66) + 48 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\windows\windowsplatformmisc.cpp:774]
UE4Editor.exe!FEngineLoop::Tick() (0x00007ff7a13200a9) + 8 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\launch\private\launchengineloop.cpp:2233]
UE4Editor.exe!GuardedMain() (0x00007ff7a131267c) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\launch\private\launch.cpp:142]
UE4Editor.exe!GuardedMainWrapper() (0x00007ff7a13126ea) + 5 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\launch\private\windows\launchwindows.cpp:126]
UE4Editor.exe!WinMain() (0x00007ff7a1322219) + 17 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\launch\private\windows\launchwindows.cpp:202]
UE4Editor.exe!__tmainCRTStartup() (0x00007ff7a1323159) + 21 bytes [f:\dd\vctools\crt\crtw32\dllstuff\crtexe.c:618]
KERNEL32.DLL!UnknownFunction (0x00007fff5b6c16ad) + 0 bytes [UnknownFile:0]
ntdll.dll!UnknownFunction (0x00007fff5ba4e954) + 0 bytes [UnknownFile:0]
ntdll.dll!UnknownFunction (0x00007fff5ba4e954) + 0 bytes [UnknownFile:0]


[2015.04.07-12.28.42:135][495]LogExit: Executing StaticShutdownAfterError
[2015.04.07-12.28.42:140][495]LogWindows: FPlatformMisc::RequestExit(1)
[2015.04.07-12.28.42:140][495]Log file closed, 04/08/15 00:28:42
